X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECT
202,3.975,-2.25,202,4,4,-1.42,0.0199,329,2.19,-6.80E-07,162,3.95,-14.8,162,4,4,0.382,0.025,328,1.31,-6.02E-07,123,4,10.25,123,4,4,0,0,0,0,-482,4.004,5.44,-482,4,4,0.183,2.72E-19,329,0,2.58E-06,16,1,1,6,Layer 1 Up,FAIL
201,-13.9,85.2,201,-13.9,4.000191,-5.94,0.128,328,29.6,0.00492,160,-27.9,273,160,-28.4,4.0000954,-13.5,0.18,326,50,0.0119,121,-29.5,29,121,-29.7,4.000191,0,0,0,0,-482,4.001,4.25,-482,4,4,0.555,2.72E-19,328,0,0,16,1,6,50,Layer 1 Up,FAIL
199,-14,22.8,199,-13.9,3.9999046,-6.39,0.105,328,27.2,0.00392,157,-28.3,41.5,157,-28.4,4,-10.9,0.158,326,46.7,0.0104,118,-29.8,-27.3,117,-29.7,3.9999046,0,0,0,0,-482,3.999,3.313,-482,4,4,0.523,2.72E-19,328,0,2.43E-06,16,1,7,50,Layer 1 Up,FAIL
197,-14.1,-46,197,-13.9,4.0000954,-6.41,0.113,328,30.3,0.00421,154,-28.4,-52.3,153,-28.4,4,-8.51,0.163,326,48,0.0112,114,-29.9,-64.7,114,-29.7,4,0,0,0,0,-482,4,3.5,-482,4,4,-0.367,2.72E-19,328,0,2.52E-06,16,1,7,50,Layer 1 Up,FAIL
202,4,10.25,202,4,4,0.18,0.0172,329,1.71,0,162,4.075,29,162,4,4,-0.101,0.0174,328,0.485,1.55E-07,123,4,-2.25,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.831,2.72E-19,329,0,-2.88E-06,16,1,2,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.14,0.0175,329,1.39,0,162,4.05,22.8,162,4,4,-0.734,0.0327,328,2.18,3.34E-06,123,3.975,-8.5,123,4,4,0,0,0,0,-482,3.999,4,-482,4,4,0.798,2.72E-19,329,0,2.54E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-1.58,0.0173,329,1.93,2.07E-06,162,4.025,16.5,162,4,4,-2.64,0.0171,328,4.65,0,123,4,4,123,4,4,0,0,0,0,-482,4,3.75,-482,4,4,0.831,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.181,0.0217,329,1.26,1.91E-06,162,3.975,-8.5,162,4,4,0.538,0.0157,328,0.965,0,123,4,10.25,123,4,4,0,0,0,0,-482,4,4,-482,4,4,2.71,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,3.975,-2.25,202,4,4,0.339,0.0199,329,0.612,0,162,4.075,29,162,4,4,-0.727,0.0144,328,2.44,6.23E-07,123,4,4,123,4,4,0,0,0,0,-482,3.99925,4.0625,-482,4,4,-0.61,2.72E-19,329,0,-5.04E-06,16,1,0,6,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,4.66,0.0396,329,7.8,0,162,4,4,162,4,4,0.226,0.0158,328,1.54,0,123,4.025,10.25,123,4,4,0,0,0,0,-482,4,3.75,-482,4,4,0.523,2.72E-19,329,0,1.38E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.46,0.0173,329,0.661,2.59E-06,162,4.025,16.5,162,4,4,1.48,0.0155,328,1.85,5.33E-08,123,4,-2.25,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.555,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.779,0.0172,329,1.4,0,162,4.025,16.5,162,4,4,0.0621,0.0138,328,1.36,2.26E-07,123,4,-2.25,123,4,4,0,0,0,0,-482,4.001,4.812,-482,4,4,0.248,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4.025,16.5,202,4,4,-0.299,0.0211,329,0.362,0,162,4.05,22.8,162,4,4,2.13,0.0265,328,2.17,3.91E-07,123,4.025,10.25,123,4,4,0,0,0,0,-482,3.999,3.5,-482,4,4,-1.29,2.72E-19,329,0,-4.76E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.779,0.021,329,1.22,-1.45E-06,162,4,-2.25,162,4,4,2.92,0.0192,327,2.71,9.17E-07,123,4,4,123,4,4,0,0,0,0,-482,4.001,4,-482,4,4,0.28,2.72E-19,329,0,2.28E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.819,0.0224,329,2.06,1.37E-06,162,3.95,-21,162,4,4,-0.429,0.0168,328,2.23,0,123,3.975,-2.25,123,4,4,0,0,0,0,-482,3.99925,4.0625,-482,4,4,0.831,2.72E-19,329,0,-5.44E-06,16,1,2,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.0204,0.0233,329,0.837,0,162,4.025,16.5,162,4,4,-0.89,0.0276,328,2.78,0,123,4,4,123,4,4,0,0,0,0,-482,4,3.75,-482,4,4,0.215,2.72E-19,329,0,-1.81E-06,16,1,2,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.939,0.0189,329,0.795,3.25E-06,162,4,-2.25,162,4,4,0.211,0.0162,327,0.851,9.55E-08,123,4,4,123,4,4,0,0,0,0,-482,3.999,3.5,-482,4,4,0.523,2.72E-19,329,0,-1.67E-06,16,1,0,6,Layer 1 Up,FAIL
202,4.025,16.5,202,4,4,-0.619,0.0219,329,0.142,-1.30E-06,162,4,4,162,4,4,-0.569,0.0201,328,2.74,1.11E-06,123,4,4,123,4,4,0,0,0,0,-482,4.00075,4.625,-482,4,4,0.491,2.72E-19,329,0,-4.56E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.979,0.0292,329,2.61,2.93E-06,162,4.05,22.8,162,4,4,-0.264,0.0166,328,0.359,1.67E-07,123,4,10.25,123,4,4,0,0,0,0,-482,4.00175,4.875,-482,4,4,0.28,2.72E-19,329,0,-2.33E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-1.26,0.0185,329,1.94,0,162,4,10.25,162,4,4,0.531,0.0174,328,0.736,6.90E-07,123,4,4,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,-1.01,2.72E-19,329,0,1.20E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,-8.5,202,4,4,-1.9,0.0247,329,1.91,3.29E-06,162,3.975,-8.5,162,4,4,1.33,0.0168,327,0.277,2.23E-07,123,3.975,-2.25,123,4,4,0,0,0,0,-482,4.001,4,-482,4,4,-0.367,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.14,0.0179,329,0.236,-7.03E-07,162,4.05,16.5,162,4,4,-0.571,0.015,328,1.73,1.43E-06,123,4.025,10.25,123,4,4,0,0,0,0,-482,3.99775,2.69,-482,4,4,0.523,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.619,0.0217,329,0.113,-1.03E-06,162,4.05,16.5,162,4,4,-0.101,0.0145,328,0.724,3.95E-07,123,4,4,123,4,4,0,0,0,0,-482,3.99825,3.313,-482,4,4,0.248,2.72E-19,329,0,-3.88E-06,16,1,0,6,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,0.0199,0.018,329,1.1,-9.50E-07,162,4,10.25,162,4,4,-0.0937,0.0202,328,1.98,1.81E-06,123,4,4,123,4,4,0,0,0,0,-482,3.997,3,-482,4,4,-0.368,2.72E-19,329,0,-2.87E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.619,0.0221,329,1.01,0,162,4.05,22.8,162,4,4,0.695,0.0164,328,0.432,0,123,4,4,123,4,4,0,0,0,0,-482,3.999,3.5,-482,4,4,-0.983,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,1.3,0.0192,329,3.24,7.26E-07,162,3.975,-2.25,162,4,4,-3.77,0.0268,328,7.86,0,123,4,4,123,4,4,0,0,0,0,343,4.001,4.5,343,4,4,0.26,2.75E-19,329,0,1.21E-06,16,1,2,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.3,0.0187,329,0.324,-2.87E-06,162,4,4,162,4,4,0.0599,0.014,328,1.28,1.88E-06,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.556,2.75E-19,329,0,-1.39E-06,16,1,0,50,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,-0.619,0.0159,329,1.19,1.72E-06,162,4,-2.25,162,4,4,-0.26,0.0154,328,2.1,3.55E-07,123,4,4,123,4,4,0,0,0,0,343,4.00225,5.38,343,4,4,0.157,2.75E-19,329,0,-2.36E-06,16,1,0,50,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,0.819,0.0258,329,2.52,0,162,4,-2.25,162,4,4,-1.06,0.0278,328,3.43,2.35E-07,123,4,4,123,4,4,0,0,0,0,343,3.999,3.25,343,4,4,0.247,2.75E-19,329,0,-1.08E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,0.02,0.0158,329,1.43,0,162,4,4,162,4,4,-0.899,0.0147,328,3.52,4.76E-07,123,4,4,123,4,4,0,0,0,0,343,3.999,4.25,343,4,4,0.0666,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,0.34,0.0177,329,1.44,-2.17E-06,162,3.975,-2.25,162,4,4,-0.739,0.0168,328,3.3,-3.97E-07,123,4,4,123,4,4,0,0,0,0,343,4,4.188,343,4,4,0.453,2.75E-19,329,0,1.33E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,2.1,0.0217,329,4.26,0,162,4,4,162,4,4,-0.898,0.016,328,3.58,-1.59E-07,123,4,4,123,4,4,0,0,0,0,343,3.998,3.5,343,4,4,0.26,2.75E-19,329,0,-1.00E-06,16,1,0,50,Layer 1 Up,FAIL
202,3.975,-8.5,202,4,4,-1.74,0.019,329,1.04,3.18E-06,162,4,4,162,4,4,0.539,0.0165,328,0.623,1.16E-06,123,4,4,123,4,4,0,0,0,0,343,3.998,3.5,343,4,4,0.247,2.75E-19,329,0,-1.45E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,0.34,0.0342,329,1.68,1.74E-06,162,4,4,162,4,4,0.38,0.0144,328,0.942,1.19E-06,123,4,4,123,4,4,0,0,0,0,343,4.001,4.5,343,4,4,0.35,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-2.54,0.0214,329,2.15,8.82E-07,162,4,-8.5,162,4,4,0.219,0.0169,328,1.04,2.10E-06,123,4,4,123,4,4,0,0,0,0,343,3.998,3.5,343,4,4,0.337,2.75E-19,329,0,-2.47E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,10.25,202,4,4,-1.26,0.0181,329,1.18,-1.66E-06,162,4.025,16.5,162,4,4,-0.577,0.0206,327,1.83,-1.91E-07,123,3.975,-2.25,123,4,4,0,0,0,0,-482,4.001,4.75,-482,4,4,0.248,2.72E-19,329,0,2.17E-06,16,1,2,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.339,0.017,329,1.31,-3.16E-07,162,3.95,-8.5,162,4,4,0.226,0.0219,328,1.45,-2.28E-06,123,4,10.25,123,4,4,0,0,0,0,-482,3.999,3.812,-482,4,4,0.248,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.62,0.0199,329,1.63,-4.14E-06,162,3.975,-8.5,162,4,4,-1.85,0.0313,328,4.35,7.57E-07,123,4.025,16.5,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.831,2.72E-19,329,0,2.93E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.46,0.0207,329,0.384,1.42E-06,162,3.95,-27.3,162,4,4,-0.101,0.0164,328,1.86,7.43E-08,123,4.025,16.5,123,4,4,0,0,0,0,-482,3.999,3.75,-482,4,4,0.798,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.498,0.0216,329,1.46,-1.03E-06,162,3.975,-8.5,162,4,4,1.17,0.015,328,0.171,0,123,4,4,123,4,4,0,0,0,0,-482,4,3.75,-482,4,4,0.523,2.72E-19,329,0,1.34E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,1.14,0.0278,329,2.14,0,162,3.95,-14.8,162,4,4,0.218,0.0183,328,1.64,0,123,4,4,123,4,4,0,0,0,0,-482,3.999,4,-482,4,4,0.248,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4.025,16.5,202,4,4,1.14,0.017,329,2.79,8.37E-07,162,3.95,-14.8,162,4,4,-0.421,0.0198,328,1.97,0,123,4,10.25,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.248,2.72E-19,329,0,3.33E-06,16,1,0,6,Layer 1 Up,FAIL
202,4.05,10.25,202,4,4,-2.86,0.0244,329,2.92,0,162,4,16.5,162,4,4,-0.421,0.0233,328,1.55,0,123,4,4,123,4,4,0,0,0,0,-482,4.001,4.5,-482,4,4,1.07,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,10.25,202,4,4,0.499,0.017,329,1.37,5.03E-07,162,3.975,-8.5,162,4,4,0.701,0.0255,328,0.398,-2.01E-07,123,4,4,123,4,4,0,0,0,0,-482,3.99775,2.69,-482,4,4,0.523,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,3.975,-2.25,202,4,4,-1.1,0.0258,329,1.19,2.90E-07,162,3.975,-8.5,162,4,4,0.857,0.0236,328,0.516,-3.39E-07,123,4,10.25,123,4,4,0,0,0,0,-482,4.00025,4.812,-482,4,4,0.248,2.72E-19,329,0,-4.48E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,1.3,0.0276,329,2.72,0,162,4,4,162,4,4,0.0599,0.0132,328,1.53,8.98E-07,123,4,4,123,4,4,0,0,0,0,343,4.001,4,343,4,4,0.363,2.75E-19,329,0,0,16,1,2,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-1.58,0.0483,329,1.44,-3.33E-06,162,4,4,162,4,4,1.34,0.0238,327,0.537,1.85E-07,123,4,4,123,4,4,0,0,0,0,343,4.001,4.25,343,4,4,0.157,2.75E-19,329,0,9.00E-07,16,1,0,50,Layer 1 Up,FAIL
202,3.975,-8.5,202,4,4,-4.3,0.0341,329,5.92,-5.05E-06,162,4.025,10.25,162,4,4,0.22,0.0157,327,1.16,5.18E-07,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.35,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,0.499,0.0233,329,1.58,1.41E-06,162,4,4,162,4,4,-1.38,0.0141,328,2.58,-3.10E-07,123,4,4,123,4,4,0,0,0,0,343,3.999,3.75,343,4,4,-0.0364,2.75E-19,329,0,-1.40E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,10.25,202,4,4,0.18,0.021,329,1.39,0,162,4,4,162,4,4,1.34,0.0278,328,1.12,0,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.157,2.75E-19,329,0,1.98E-06,16,1,0,50,Layer 1 Up,FAIL
202,3.975,-8.5,202,4,4,0.0195,0.0218,329,1.85,1.82E-06,162,4.025,16.5,162,4,4,-0.42,0.0149,328,1.77,1.09E-06,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.35,2.75E-19,329,0,1.21E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,0.979,0.0215,329,2.38,-1.71E-06,162,4.025,16.5,162,4,4,1.02,0.0166,328,0.697,-8.13E-07,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.157,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,-1.74,0.0218,329,1.11,-2.32E-06,162,4,4,162,4,4,0.699,0.0193,328,0.937,0,123,4,4,123,4,4,0,0,0,0,343,3.999,3.5,343,4,4,0.247,2.75E-19,329,0,-1.36E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.62,0.0231,329,1.5,0,162,4.025,10.25,162,4,4,-0.42,0.0177,328,2.14,-6.30E-07,123,4,4,123,4,4,0,0,0,0,343,3.99825,3.125,343,4,4,0.17,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,10.25,202,4,4,-0.78,0.0216,329,1.75,-2.79E-06,162,4,4,162,4,4,-0.26,0.0165,328,1.73,0,123,4,4,123,4,4,0,0,0,0,343,3.999,3.75,343,4,4,0.235,2.75E-19,329,0,-2.68E-06,16,1,0,50,Layer 1 Up,FAIL
153,4.025,16.5,153,4,4,0.00847,0.0207,328,0.453,-7.71E-07,109,4.025,10.25,109,4,4,-0.429,0.0211,326,0.511,0,119,54,4,119,54,4,0,0,0,0,343,4,4.188,343,4,4,0.363,2.75E-19,327,0,0,16,1,2,50,Layer 1 Up,FAIL
153,3.975,-2.25,153,4,4,0.395,0.0196,328,2.46,-9.09E-07,109,3.95,-21,109,4,4,0.459,0.0142,326,1.58,-6.75E-07,123,9.95,-1036,123,4,-496,0,0,0,0,343,4.00175,4.875,343,4,4,-0.0364,2.75E-19,327,0,0,16,1,0,50,Layer 1 Up,FAIL
156,54.7,129,156,54,4,8.49,0.18,324,71.2,0.0192,112,54.4,-89.7,112,54,4,7.25,0.17,323,69.7,0.0182,123,4.025,10.25,123,4,4,0,0,0,0,343,3.99925,3.375,343,4,4,0.26,2.75E-19,327,0,9.82E-07,16,1,0,50,Layer 1 Up,FAIL
161,54,-102,161,54,4,9.48,0.171,325,71.5,0.0181,117,54,-14.8,117,54,4,10,0.212,323,72.2,0.0228,123,4,4,123,4,4,0,0,0,0,343,4,4.188,343,4,4,0.26,2.75E-19,327,0,0,16,1,0,50,Layer 1 Up,FAIL
165,53.9,-64.7,166,54,4,12.7,0.186,326,70.8,0.0193,122,54.2,97.7,122,54,4,10.8,0.186,325,71.9,0.0196,123,4,4,123,4,4,0,0,0,0,343,4.00325,5.56,343,4,4,0.054,2.75E-19,327,0,9.09E-07,16,1,0,50,Layer 1 Up,FAIL
171,54,10.25,171,54,4,10.3,0.199,325,72.4,0.0211,127,54,-46,127,54,4,9.29,0.192,323,70.9,0.0205,123,4,4,123,4,4,0,0,0,0,343,3.999,3.9375,343,4,4,0.35,2.75E-19,327,0,-1.19E-06,16,1,0,50,Layer 1 Up,FAIL
175,53.8,-96,176,54,4,12.1,0.181,326,72.7,0.0191,132,54.1,91.5,132,54,4,11,0.2,325,71.4,0.021,123,4,4,123,4,4,0,0,0,0,343,3.99825,3.812,343,4,4,0.453,2.75E-19,327,0,-1.17E-06,16,1,0,50,Layer 1 Up,FAIL
180,54,16.5,181,54,4,10.7,0.19,326,73.8,0.0202,137,54.2,85.2,137,54,4,11,0.194,325,71,0.0204,123,4,4,123,4,4,0,0,0,0,343,4,4.25,343,4,4,0.35,2.75E-19,327,0,0,16,1,0,50,Layer 1 Up,FAIL
186,54,35.3,186,54,4,10.7,0.206,324,72.3,0.0218,142,54,-39.8,142,54,4,9.48,0.198,323,71,0.0212,123,4,4,123,4,4,0,0,0,0,343,4.00075,3.625,343,4,4,-0.0364,2.75E-19,327,0,1.45E-06,16,1,0,50,Layer 1 Up,FAIL
191,54.2,41.5,191,54,4,9.56,0.182,325,70.8,0.0193,147,54,-21,147,54,4,8.94,0.197,323,71.8,0.0211,123,4,4,123,4,4,0,0,0,0,343,4,4,343,4,4,0.0665,2.75E-19,327,0,2.80E-06,16,1,0,50,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,1.14,0.0239,329,2.88,0,162,4,4,162,4,4,-2.66,0.0297,328,5,9.87E-08,123,4,4,123,4,4,0,0,0,0,343,4.002,4.5,343,4,4,-0.501,2.75E-19,329,0,0,16,1,2,50,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,-0.619,0.02,329,0.8,1.69E-06,162,4.025,16.5,162,4,4,1.18,0.0177,328,0.774,2.43E-06,123,4,4,123,4,4,0,0,0,0,343,4.001,4.25,343,4,4,0.157,2.75E-19,329,0,1.03E-06,16,1,0,50,Layer 1 Up,FAIL
202,4.025,4,202,4,4,-0.14,0.0248,329,1.19,-4.23E-06,162,4,4,162,4,4,0.22,0.0181,328,0.466,0,123,4,4,123,4,4,0,0,0,0,343,3.999,3.75,343,4,4,0.247,2.75E-19,329,0,-1.05E-06,16,1,0,50,Layer 1 Up,FAIL
202,3.95,-8.5,202,4,4,-1.1,0.0189,329,1.29,1.34E-06,162,4.025,16.5,162,4,4,0.0601,0.0199,328,0.569,0,123,4,4,123,4,4,0,0,0,0,343,4.00075,3.9375,343,4,4,0.157,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-1.26,0.021,329,0.649,1.39E-06,162,4,4,162,4,4,-2.18,0.0294,328,4.01,1.07E-06,123,4,4,123,4,4,0,0,0,0,343,3.998,3.25,343,4,4,0.157,2.75E-19,329,0,-1.27E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.3,0.0215,329,0.784,-2.38E-06,162,4.025,16.5,162,4,4,-0.9,0.0217,327,2.25,4.42E-07,123,4,4,123,4,4,0,0,0,0,343,4,4.687,343,4,4,0.26,2.75E-19,329,0,-3.20E-06,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.619,0.0204,329,0.883,-2.89E-06,162,4.025,10.25,162,4,4,-0.26,0.0145,328,1.51,0,123,4,4,123,4,4,0,0,0,0,343,4,4.188,343,4,4,0.169,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,-2.25,202,4,4,-0.939,0.0209,329,0.745,1.82E-06,162,4.025,10.25,162,4,4,-0.1,0.0194,328,1.6,1.49E-06,123,4,4,123,4,4,0,0,0,0,343,4.001,4.5,343,4,4,0.35,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,0.659,0.0173,329,2.31,1.85E-06,162,4.025,16.5,162,4,4,0.54,0.0127,327,0.862,0,123,4,4,123,4,4,0,0,0,0,343,4.001,4.25,343,4,4,0.0791,2.75E-19,329,0,1.05E-06,16,1,0,50,Layer 1 Up,FAIL
202,4.025,16.5,202,4,4,1.3,0.023,329,3.12,0,162,4.05,22.8,162,4,4,-0.0998,0.0292,328,0.855,4.14E-07,123,4,4,123,4,4,0,0,0,0,343,3.999,4,343,4,4,0.0667,2.75E-19,329,0,0,16,1,0,50,Layer 1 Up,FAIL
202,4,4,202,4,4,-1.42,0.021,329,1.41,-3.18E-06,162,4.05,35.3,162,4,4,-0.733,0.0206,327,2.52,-2.09E-06,123,4,4,123,4,4,0,0,0,0,-482,4,4,-482,4,4,0.798,2.72E-19,329,0,0,16,1,2,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-0.3,0.0185,329,0.926,-1.06E-06,162,4.025,16.5,162,4,4,0.062,0.0146,328,1.15,1.33E-07,123,3.975,-8.5,123,4,4,0,0,0,0,-482,3.998,3.25,-482,4,4,0.556,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.02,0.0186,329,0.84,2.56E-06,162,4.025,10.25,162,4,4,0.0553,0.0162,328,0.456,6.17E-07,123,4,4,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.523,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,-0.939,0.021,329,4.53,-1.01E-06,162,4,4,162,4,4,-0.421,0.0145,327,1.96,3.74E-07,123,4,4,123,4,4,0,0,0,0,-482,3.99775,2.62,-482,4,4,0.555,2.72E-19,329,0,5.88E-06,16,1,0,6,Layer 1 Up,FAIL
202,4.025,10.25,202,4,4,-0.939,0.023,329,0.869,-1.93E-06,162,3.975,-8.5,162,4,4,0.694,0.0166,327,0.356,3.96E-07,123,4.025,10.25,123,4,4,0,0,0,0,-482,4.002,4.5,-482,4,4,0.523,2.72E-19,328,0,2.93E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,1.14,0.0214,329,2.11,0,162,4.05,22.8,162,4,4,-0.0945,0.0194,328,1.61,-2.20E-07,123,4,4,123,4,4,0,0,0,0,-482,4.001,4.5,-482,4,4,1.11,2.72E-19,329,0,-2.42E-06,16,1,0,6,Layer 1 Up,FAIL
202,4,10.25,202,4,4,0.339,0.0308,329,1.99,-2.63E-06,162,4,4,162,4,4,-1.06,0.0158,327,2.7,0,123,4,4,123,4,4,0,0,0,0,-482,4,4,-482,4,4,0.555,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,0.34,0.0353,329,1.3,0,162,3.975,-8.5,162,4,4,-0.257,0.0176,327,2.16,5.35E-07,123,4.025,10.25,123,4,4,0,0,0,0,-482,4.001,4.25,-482,4,4,0.248,2.72E-19,329,0,9.08E-06,16,1,0,6,Layer 1 Up,FAIL
202,4.075,35.3,202,4,4,-0.619,0.0185,329,0.997,0,162,4,4,162,4,4,0.694,0.0184,328,0.269,3.23E-07,123,4,4,123,4,4,0,0,0,0,-482,4,4,-482,4,4,-0.95,2.72E-19,329,0,0,16,1,0,6,Layer 1 Up,FAIL
202,4,4,202,4,4,-1.1,0.0228,329,0.871,1.49E-06,162,4.05,22.8,162,4,4,-1.21,0.0219,328,2.73,5.83E-07,123,4,-2.25,123,4,4,0,0,0,0,-482,3.999,4,-482,4,4,-0.0273,2.72E-19,329,0,-2.39E-06,16,1,0,6,Layer 1 Up,FAIL
146,0.6,16.5,146,0.51,15.1,-4.5,0.105,326,12.7,0.000692,94.6,8.65,-33.5,94.6,8.88,12.04,6.92,0.1,324,11.4,0.000997,33.5,4,4,33.5,4,4,0,0,0,0,70.7,57.3,-36.9,71.1,57.3,4,24.4,0.935,322,118,0.18,16,1,2,6,Layer 1 Up,FAIL
146,1.78,66.5,146,1.66,16.6,-5.5,0.0934,326,7.98,0.000462,95.1,9.35,22.8,95.1,9.53,9.41,7.9,0.135,324,15.1,0.00159,33.5,4,4,33.5,4,4,0,0,0,0,75.8,57.2,-59.6,76.3,57.3,4.000000954,28.3,1.11,317,118,0.213,16,1,24,6,Layer 1 Up,FAIL
146,2.95,35.3,146,2.98,17.5,-3.88,0.0683,326,4.99,0.000194,95.7,9.68,-14.8,95.7,9.91,6.4,5,0.0905,325,14.1,0.00111,33.5,4,4,33.5,4,4,0,0,0,0,81.1,57.5,63.5,81.6,57.3,4,21.5,0.907,315,114,0.17,16,1,24,6,Layer 1 Up,FAIL
