X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process,INSPECTION
203,5,5,203,5,5,0.979,0.0223,329,2.62,3.29E-06,163,5.05,30,163,5,5,0.0506,0.0152,328,1.02,1.20E-07,124,5.025,17.5,124,5,5,0,0,0,0,141,5.001,5.5,141,5,5,0.539,2.76E-19,329,0,0,17,1,0,50,7,PASS
203,5.025,11.25,203,5,5,-1.26,0.0261,329,1.63,0,163,5.025,23.8,163,5,5,-1.69,0.0236,328,3.41,-1.33E-08,124,5,-1.25,124,5,5,0,0,0,0,141,5,5,141,5,5,1.2,2.76E-19,329,0,0,17,1,0,50,7,PASS
203,5.025,17.5,203,5,5,-0.619,0.0239,329,1.03,1.35E-06,163,5.05,23.8,163,5,5,-1.21,0.0281,328,2.55,1.03E-06,124,5,-1.25,124,5,5,0,0,0,0,141,5.001,5.687,141,5,5,0.909,2.76E-19,329,0,3.43E-06,17,1,0,50,7,PASS
203,5,5,203,5,5,-1.1,0.0232,329,1.5,0,163,5.05,23.8,163,5,5,0.376,0.0175,328,0.364,-3.62E-07,124,5.025,11.25,124,5,5,0,0,0,0,141,4.999,4.9375,141,5,5,0.83,2.76E-19,329,0,-2.49E-06,17,1,0,50,7,PASS
203,5.025,17.5,203,5,5,-0.46,0.0267,329,1.54,3.35E-06,163,5,-1.25,163,5,5,0.0563,0.0175,328,0.405,0,124,5,5,124,5,5,0,0,0,0,141,5.00175,5.438,141,5,5,1.86,2.76E-19,329,0,8.80E-06,17,1,0,50,7,PASS
203,5,5,203,5,5,-3.34,0.0241,329,3.25,2.13E-06,163,5.025,17.5,163,5,5,-0.735,0.0141,328,2.17,-1.67E-06,124,5,5,124,5,5,0,0,0,0,141,5,5,141,5,5,0.618,2.76E-19,329,0,0,17,1,0,50,7,PASS
203,5,-1.25,203,5,5,-0.46,0.0184,329,1.19,-3.47E-06,163,5.05,23.8,163,5,5,2.45,0.0199,328,3.52,-5.84E-08,124,5,5,124,5,5,0,0,0,0,141,5,4.75,141,5,5,0.909,2.76E-19,329,0,4.39E-06,17,1,0,50,7,PASS
203,5,5,203,5,5,-0.939,0.0264,329,0.158,3.56E-06,163,5.025,17.5,163,5,5,-0.572,0.0173,328,2.13,1.18E-06,124,5,-1.25,124,5,5,0,0,0,0,141,5,5.25,141,5,5,-0.863,2.76E-19,329,0,-2.37E-06,17,1,0,50,7,PASS
203,5,5,203,5,5,-0.939,0.0246,329,1.68,0,163,5.025,17.5,163,5,5,0.0615,0.0145,328,1.18,0,124,5,5,124,5,5,0,0,0,0,141,5.001,5.5,141,5,5,0.618,2.76E-19,329,0,0,17,1,0,50,7,PASS
167,4.825,-95,167,5,5,4.14,0.0538,327,5.03,-2.40E-05,81.7,2.15,-1.25,81.7,2,5,-6.54,0.0876,326,9.6,0.000481,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1295,58.2,-58.6,-1295,58.3,5.000000954,24.8,0.988,322,121,0.188,17,1,2,3,7,PASS
167,4.775,-120,167,5,5,4.16,0.0549,327,5.55,-3.31E-05,81.4,2.25,42.5,81.4,2,5,-4.59,0.0678,326,9.48,0.000389,34.5,4.975,-7.5,34.5,5,5,0,0,0,0,-1285,58.4,5.75,-1285,58.3,4.999999046,18.8,0.956,320,117,0.184,17,1,44,3,7,PASS
167,4.8,-101,167,5,5,4.44,0.0659,327,4.5,-8.44E-06,81.1,2.12,61.3,81.1,2,5,-3.75,0.0651,326,8.9,0.000404,34.5,5,5,34.5,5,5,0,0,0,0,-1275,58.5,88.5,-1275,58.3,5,15.9,0.717,321,116,0.134,17,1,44,3,7,PASS
167,4.775,-126,167,5,5,5.26,0.0602,327,3.83,-8.88E-06,80.8,2.03,48.8,80.8,2,5,-2.65,0.0417,326,8.15,0.000254,34.5,5,5,34.5,5,5,0,0,0,0,-1275,58.1,-61.3,-1275,58.3,5,28.1,1.05,321,122,0.198,17,1,44,3,7,PASS
167,4.8,-88.7,167,5,5,4.71,0.0635,327,4.65,0,80.5,1.78,-1.25,80.5,2,5,-4.11,0.0709,326,8.09,0.000476,34.5,5,11.25,34.5,5,5,0,0,0,0,-1265,58.4,25.9,-1265,58.3,5,18.2,0.959,320,116,0.185,17,1,44,3,7,PASS
167,4.775,-108,167,5,5,3.87,0.0629,327,6.05,-2.67E-05,80.2,1.85,-1.25,80.2,2,5,-4.13,0.0779,325,9.9,0.000528,34.5,5.025,17.5,34.5,5,5,0,0,0,0,-1265,58.4,-0.44,-1265,58.3,5.000000954,19.6,0.826,321,117,0.16,17,1,44,3,7,PASS
167,4.8,-76.2,167,4.9021,1.57,4.17,0.048,327,2.48,-1.37E-05,79.9,2,-1.25,79.9,2,5.104,-8.34,0.125,326,11.2,0.000778,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1255,58.2,-76.9,-1255,58.3,4.999999046,23.1,1.09,320,120,0.21,17,1,44,3,7,PASS
167,4.9,143,167,4.56,1.6,-5.15,0.0735,327,6.54,4.59E-05,79.6,2.25,42.5,79.6,2.03,5.496,-5.5,0.0872,326,8.91,0.000489,34.5,5,5,34.5,5,5,0,0,0,0,-1255,58.4,52.2,-1255,58.3,5,18.5,0.835,320,118,0.159,17,1,44,3,7,PASS
167,4.475,111,167,4.224,1.68,-3.29,0.0521,327,7.42,3.89E-05,79.3,2.17,73.7,79.3,2.1,5.882,-4.24,0.0812,325,9.83,0.000441,34.5,5,5,34.5,5,5,0,0,0,0,-1245,58.3,-25.1,-1245,58.3,5,25.4,0.922,321,119,0.177,17,1,44,3,7,PASS
167,4.2,130,167,3.9,1.8,-4.43,0.0672,327,6.88,0.000153,79,2.03,5,79,2.21,6.26,-4.67,0.09,325,10.4,0.000583,34.5,5.025,17.5,34.5,5,5,0,0,0,0,-1245,58.3,-16.8,-1245,58.3,5,21.2,0.985,320,120,0.19,17,1,44,3,7,PASS
146,5.025,23.8,146,5,5,-2.24,0.0433,330,6.57,-1.77E-05,82.8,4.975,-7.5,82.8,5,5,2.14,0.0283,328,1.1,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.99675,3.12,-2055,5,5,-0.957,2.77E-19,330,0,2.30E-06,17,1,2,50,7,PASS
146,5.075,42.5,146,5,5,-2.45,0.0395,330,6.58,-2.92E-05,82.8,4.975,-7.5,82.8,5,5,1.69,0.0303,328,1.79,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.999,4.9375,-2055,5,5,-0.536,2.77E-19,330,0,5.05E-06,17,1,0,50,7,PASS
146,5.075,48.8,146,5,5,-1.7,0.0405,330,7.9,-1.12E-05,82.8,4.975,-13.8,82.8,5,5,0.99,0.0245,329,2.6,-3.53E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.001,4.812,-2055,5,5,-0.67,2.77E-19,330,0,-1.26E-05,17,1,0,50,7,PASS
146,5.025,30,146,5,5,-2.24,0.039,330,6.45,-2.80E-05,82.8,4.975,-1.25,82.8,5,5,1.06,0.0283,328,1.86,-1.15E-05,60.5,4.95,-20,60.5,5,5,0,0,0,0,-2055,4.99825,4.125,-2055,5,5,-0.89,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.05,36.3,146,5,5,-1.95,0.0389,330,7.45,-1.19E-05,82.8,4.975,-13.8,82.8,5,5,1.22,0.0302,328,2.31,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.001,4.812,-2055,5,5,-0.028,2.77E-19,330,0,-4.14E-06,17,1,0,50,7,PASS
146,5.05,42.5,146,5,5,-1.95,0.038,330,7.67,-1.14E-05,82.8,4.975,-7.5,82.8,5,5,0.613,0.0269,329,2.82,-3.49E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.997,3.81,-2055,5,5,-0.89,2.77E-19,330,0,6.23E-06,17,1,0,50,7,PASS
146,5.05,42.5,146,5,5,-1.95,0.0408,330,7.02,-3.84E-05,82.8,4.975,-7.5,82.8,5,5,0.685,0.0293,328,2.96,-4.13E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.999,4.5,-2055,5,5,-0.89,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.075,48.8,146,5,5,-1.1,0.0383,330,8.24,-2.85E-05,82.8,4.95,-13.8,82.8,5,5,1.3,0.0299,328,1.99,-1.59E-05,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5,4.812,-2055,5,5,-0.536,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.075,48.8,146,5,5,-3.09,0.0388,330,6.26,-1.17E-05,82.8,5,-1.25,82.8,5,5,1.15,0.0287,328,2,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.00075,4.9375,-2055,5,5,-0.957,2.77E-19,329,0,-5.58E-06,17,1,0,50,7,PASS
146,5.05,42.5,146,5,5,-1.35,0.0359,330,8.02,-1.52E-05,82.8,5,11.25,82.8,5,5,0.685,0.0271,328,2.84,-3.56E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.99825,4.562,-2055,5,5,-0.536,2.77E-19,329,0,-2.04E-06,17,1,0,50,7,PASS
167,5.425,-51.3,167,5.489,1.61,5.44,0.0833,327,5.95,8.01E-05,108,2.08,17.5,108,2.04,4.433,-7.92,0.129,326,10.8,0.00075,32.5,4.975,-1.25,32.5,5,5,0,0,0,0,531,58.4,11.69,531,58.3,4.999999046,19.1,0.919,320,117,0.177,17,1,2,3,7,PASS
167,5,-95,167,5.147,1.57,4.4,0.081,327,6.73,3.81E-05,108,2.03,23.8,108,2,4.824,-6.63,0.114,326,11.2,0.000716,32.5,5,5,32.5,5,5,0,0,0,0,536,58.4,47.1,537,58.3,5,15.8,0.706,321,119,0.134,17,1,113,3,7,PASS
167,4.8,-82.5,167,5,5,3.6,0.0777,327,6.36,3.48E-05,108,2.05,11.25,108,2,5,-7.04,0.115,326,10.6,0.000724,32.5,5,-1.25,32.5,5,5,0,0,0,0,542,58.2,-23.5,542,58.3,5,27.4,1.14,319,117,0.22,17,1,113,3,7,PASS
167,4.8,-95,167,5,5,4.43,0.0641,327,5.37,0,107,2.05,-13.8,107,2,5,-6.16,0.104,326,10.4,0.000642,32.5,5,-1.25,32.5,5,5,0,0,0,0,547,58.4,22.1,547,58.3,5,16.3,0.902,320,119,0.174,17,1,113,3,7,PASS
167,4.825,-88.7,167,5,5,4.72,0.063,327,4.91,0,107,2.15,-20,107,2,5,-5.16,0.101,326,11.4,0.00064,32.5,5,11.25,32.5,5,5,0,0,0,0,552,58.3,-47.9,553,58.3,5.000000954,19.4,0.82,322,118,0.158,17,1,113,3,7,PASS
167,4.775,-108,167,5,5,4.98,0.0616,327,5,0,107,2.25,30,107,2,5,-5.38,0.0826,326,9.52,0.000474,32.5,5,5,32.5,5,5,0,0,0,0,558,58.3,8.31,558,58.3,4.999999046,23,1.05,319,116,0.203,17,1,113,3,7,PASS
167,4.825,-88.7,167,5,5,10.2,0.0713,327,3.04,-3.98E-05,106,2.22,55,106,2,5,-4.57,0.0603,326,8.31,0.000313,32.5,5,5,32.5,5,5,0,0,0,0,563,58.3,20.8,563,58.3,5,21.8,0.871,320,121,0.166,17,1,113,3,7,PASS
167,4.825,-88.7,167,5,5,3.86,0.0634,327,5.77,9.58E-06,106,2.05,55,106,2,5,-4.34,0.0569,326,6.95,0.000347,32.5,5,5,32.5,5,5,0,0,0,0,568,58.2,-48.4,569,58.3,5,23.8,0.924,322,118,0.177,17,1,113,3,7,PASS
167,5.225,118,167,5,5,1.11,0.0503,327,2.84,1.47E-05,106,2.2,36.3,106,2,5,-2.05,0.0627,326,4.85,0.000185,32.5,5,5,32.5,5,5,0,0,0,0,574,58.3,-22,574,58.3,5,25,1.05,323,117,0.203,17,1,113,3,7,PASS
167,4.825,-82.5,167,5,5,4.99,0.061,327,3.46,-9.23E-06,106,2.08,-7.5,106,2,5,-6.1,0.116,326,11.6,0.000747,32.5,5,5,32.5,5,5,0,0,0,0,579,58.3,-10.5,579,58.3,5.000000954,20.8,0.933,320,118,0.18,17,1,114,3,7,PASS
167,4.825,-82.5,167,5,5,3.03,0.0692,327,6.47,2.99E-05,105,2.17,11.25,105,2,5,-5.52,0.0886,326,10.4,0.00051,32.5,5,5,32.5,5,5,0,0,0,0,584,58.4,20.6,585,58.3,4.999999046,15.7,0.815,320,117,0.156,17,1,114,3,7,PASS
167,4.8,-114,167,5,5,4.99,0.0547,327,3.99,-4.82E-05,87.6,2.25,30,87.6,2,5,-4.4,0.0751,325,11.2,0.000455,34.5,4.975,-7.5,34.5,5,5,0,0,0,0,-1395,58.3,20.4,-1395,58.3,5.000000954,21.3,0.901,321,118,0.173,17,1,2,3,7,PASS
167,4.85,-88.7,167,5,5,4.16,0.0551,327,5.48,-3.25E-05,87.3,2.17,61.3,87.3,2,5,-4.01,0.0619,326,9.01,0.000355,34.5,5,-1.25,34.5,5,5,0,0,0,0,-1395,58.4,16.3,-1395,58.3,4.999999046,15.3,0.849,320,117,0.163,17,1,42,3,7,PASS
167,4.875,-76.2,167,5,5,1.65,0.0527,327,9.24,-7.74E-06,87,2.1,73.7,87,2,5,-2.02,0.0448,325,9.39,0.000242,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1385,58.4,28.3,-1385,58.3,5,22.2,0.891,321,118,0.172,17,1,42,3,7,PASS
167,4.85,-88.7,167,5,5,4.71,0.0506,327,4.78,-1.54E-05,86.7,1.83,11.25,86.7,2,5,-3.82,0.0645,326,7.9,0.0004,34.5,5,5,34.5,5,5,0,0,0,0,-1385,58.2,-28.9,-1385,58.3,5,27,1.06,321,118,0.204,17,1,42,3,7,PASS
167,4.85,-88.7,167,5,5,2.2,0.0521,327,8.14,-3.01E-05,86.4,1.83,-1.25,86.4,2,5,-3.25,0.0582,326,8.98,0.000378,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1375,58.4,23.6,-1375,58.3,5,16.9,0.857,321,115,0.165,17,1,42,3,7,PASS
167,4.85,-76.2,167,5,5,2.22,0.0525,327,8.31,-7.64E-06,86.1,1.9,5,86.1,2,5,-7.29,0.113,325,9.08,0.000727,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1375,58.2,-60.2,-1375,58.3,5.000000954,28.3,0.995,322,117,0.19,17,1,42,3,7,PASS
167,4.9,-57.5,167,5,5,1.39,0.0479,327,8.38,-3.55E-05,85.8,1.97,-1.25,85.8,2,5,-4.93,0.102,326,10.4,0.000644,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1365,58.4,8.06,-1365,58.3,4.999999046,18.5,0.952,320,116,0.183,17,1,42,3,7,PASS
167,4.85,-63.7,167,5,5,2.49,0.0562,327,7.48,-8.38E-06,85.5,2.03,-13.8,85.5,2,5,-6.98,0.128,325,11.7,0.00078,34.5,5,11.25,34.5,5,5,0,0,0,0,-1355,58.5,76.6,-1355,58.3,5,4.99,0.72,321,127,0.133,17,1,42,3,7,PASS
167,4.85,-76.2,167,5,5,1.66,0.0507,327,8.66,-2.17E-05,85.2,2.25,48.8,85.2,2,5,-4.97,0.0987,325,12.7,0.000631,34.5,5.025,17.5,34.5,5,5,0,0,0,0,-1355,58.1,-64.3,-1355,58.3,5,31.1,1.06,322,119,0.2,17,1,42,3,7,PASS
167,4.8,-95,167,5,5,3.31,0.0557,327,7.13,-1.69E-05,84.9,2.17,17.5,84.9,2,5,-5.03,0.102,326,11.7,0.000634,34.5,4.975,-1.25,34.5,5,5,0,0,0,0,-1345,58.4,28.4,-1345,58.3,5,17.6,0.943,320,116,0.181,17,1,42,3,7,PASS
163,6.77,-32.5,163,6.85,3.22,6.67,0.103,327,7.02,0.000445,81,7.1,-57.5,81,7.36,6.4,4.31,0.0672,326,7.06,0.0003,32.5,4.975,-1.25,32.5,5,5,0,0,0,0,-633,58.4,41.7,-633,58.3,5,17.4,0.845,319,117,0.162,17,1,2,3,7,PASS
164,6.45,-70,164,6.66,3.11,6.17,0.083,327,6.14,0.000283,81.2,7.47,11.25,81.2,7.5,6.26,4.52,0.0985,325,11.5,0.000522,32.5,5.025,17.5,32.5,5,5,0,0,0,0,-628,58.3,-49.5,-627,58.3,5,18.1,0.846,321,121,0.163,17,1,102,3,7,PASS
164,6.63,61.3,164,6.46,3.02,2.31,0.053,327,5.61,0.000146,81.5,7.65,11.25,81.5,7.62,6.11,4.26,0.0947,326,10.7,0.000545,32.5,5.025,17.5,32.5,5,5,0,0,0,0,-622,58.3,-28.3,-622,58.3,5,21.7,0.928,323,121,0.179,17,1,102,3,7,PASS
164,6.08,-63.7,164,6.27,2.95,5.28,0.0842,327,6.78,0.000213,81.7,7.75,-1.25,81.8,7.72,5.961,7.61,0.133,325,10.4,0.000815,32.5,5.025,17.5,32.5,5,5,0,0,0,0,-617,58.3,-20.4,-617,58.3,5,24.5,0.966,319,119,0.186,17,1,102,3,7,PASS
164,5.9,-51.3,164,6.06,2.88,6.09,0.0901,327,5.42,0.000201,82,7.75,11.25,82,7.81,5.804,7.07,0.124,325,10.7,0.000722,32.5,5,5,32.5,5,5,0,0,0,0,-612,58.2,-54.2,-611,58.3,5,18.9,0.962,320,120,0.185,17,1,102,3,7,PASS
164,5.65,-82.5,164,5.844,2.82,5.04,0.0876,327,6.95,0.000195,82.3,7.88,-1.25,82.3,7.88,5.641,5.31,0.0936,325,9.9,0.000571,32.5,5,-1.25,32.5,5,5,0,0,0,0,-606,58.4,54.4,-606,58.3,5,19.1,0.904,318,120,0.173,17,1,102,3,7,PASS
164,5.475,-70,164,5.624,2.78,5.16,0.0816,327,5.6,0.000115,82.6,7.92,17.5,82.6,7.93,5.475,4.93,0.09,325,9.17,0.000575,32.5,5,5,32.5,5,5,0,0,0,0,-601,58.3,-21.6,-601,58.3,5,20.5,0.908,320,118,0.176,17,1,102,3,7,PASS
164,5.325,-45,164,5.401,2.75,5.89,0.101,327,6.71,0.000129,82.9,7.85,11.25,82.9,7.97,5.307,4.98,0.0858,325,9.18,0.000515,32.5,5,5,32.5,5,5,0,0,0,0,-596,58.4,44.5,-595,58.3,5.000000954,15.5,0.773,320,120,0.148,17,1,102,3,7,PASS
164,5.125,-51.3,164,5.175,2.74,4.51,0.086,327,6.05,2.70E-05,83.2,7.72,-32.5,83.2,7.99,5.136,4.49,0.069,325,9.51,0.000419,32.5,5,11.25,32.5,5,5,0,0,0,0,-590,58.3,36.1,-590,58.3,5,23,0.964,318,121,0.185,17,1,102,3,7,PASS
164,4.875,-51.3,164,5,5,3.7,0.0696,327,4.85,-3.22E-05,83.4,5.95,-201,83.5,8,5,11.5,0.213,325,14.2,0.00152,32.5,5,5,32.5,5,5,0,0,0,0,-585,58.3,-9.1,-585,58.3,5,19.5,1.04,319,113,0.2,17,1,102,3,7,PASS
164,4.85,-82.5,164,5,5,3.38,0.0714,327,5.39,3.03E-05,83.7,8.17,42.5,83.8,8,5,4.48,0.0871,325,9.35,0.000579,32.5,5,5,32.5,5,5,0,0,0,0,-580,58.4,2.5,-579,58.3,5,15.5,0.811,320,122,0.156,17,1,104,3,7,PASS
146,4.975,5,146,5,5,-2.29,0.0363,330,6.13,-1.03E-05,82.8,5,11.25,82.8,5,5,2.3,0.0275,329,0.761,-3.06E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.00175,5.687,-2055,5,5,-0.957,2.77E-19,330,0,-5.40E-06,17,1,2,50,7,PASS
146,5.025,23.8,146,5,5,-3.04,0.0386,330,5.23,-2.83E-05,82.8,5,5,82.8,5,5,2,0.0255,328,1.08,-6.20E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5,5,-2055,5,5,-0.536,2.77E-19,330,0,-3.98E-06,17,1,0,50,7,PASS
146,5.05,36.3,146,5,5,-2.04,0.0406,330,7.36,-2.15E-05,82.8,4.975,-7.5,82.8,5,5,0.613,0.0357,328,2.63,0,60.5,4.975,-1.25,60.5,5,5,0,0,0,0,-2055,5,5,-2055,5,5,-0.603,2.77E-19,330,0,-2.98E-06,17,1,0,50,7,PASS
146,5.025,23.8,146,5,5,-2.08,0.0375,330,6.85,-2.18E-05,82.8,5,5,82.8,5,5,1.39,0.0335,328,1.73,-7.07E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.00075,4.9375,-2055,5,5,-0.315,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5,17.5,146,5,5,-2.84,0.0383,330,5.33,-2.19E-05,82.8,4.975,-1.25,82.8,5,5,2.07,0.0288,328,1.06,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.00075,4.9375,-2055,5,5,-1.18,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5,23.8,146,5,5,-3.09,0.0356,330,5.4,-1.02E-05,82.8,4.975,-1.25,82.8,5,5,2.16,0.0346,328,1.32,4.38E-06,60.5,5,-1.25,60.5,5,5,0,0,0,0,-2055,5,4.75,-2055,5,5,-0.603,2.77E-19,329,0,0,17,1,0,50,7,PASS
146,5.025,30,146,5,5,-2.49,0.0425,330,5.98,-2.36E-05,82.8,4.975,-7.5,82.8,5,5,2.14,0.0295,329,0.734,-3.84E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.001,5.5,-2055,5,5,-0.89,2.77E-19,330,0,8.09E-07,17,1,0,50,7,PASS
146,5.05,42.5,146,5,5,-2.49,0.039,330,6.28,-1.19E-05,82.8,4.975,-7.5,82.8,5,5,1.76,0.0244,328,1.57,-3.21E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.001,5.75,-2055,5,5,0.173,2.77E-19,330,0,3.09E-06,17,1,0,50,7,PASS
146,5.075,42.5,146,5,5,-2.75,0.0413,330,6.31,-1.89E-05,82.8,5,-1.25,82.8,5,5,1.01,0.0277,328,2.62,3.86E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.99925,4.375,-2055,5,5,-0.536,2.77E-19,330,0,-1.94E-06,17,1,0,50,7,PASS
146,5.025,23.8,146,5,5,-4.48,0.0382,330,3.28,-2.13E-05,82.8,5,5,82.8,5,5,-0.843,0.0259,328,4.51,-3.00E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5,5,-2055,5,5,-0.249,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.025,30,146,5,5,-2.49,0.0394,330,6.37,-1.80E-05,82.8,5,5,82.8,5,5,1.46,0.0262,328,1.68,3.45E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5,5,-2055,5,5,-0.823,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.025,23.8,146,5,5,-1.79,0.042,330,6.79,-3.48E-05,82.8,5.025,17.5,82.8,5,5,0.471,0.0271,328,2.59,-7.74E-06,60.5,4.95,-20,60.5,5,5,0,0,0,0,-2055,5,4.75,-2055,5,5,-0.536,2.77E-19,330,0,2.51E-06,17,1,2,50,7,PASS
146,5.075,48.8,146,5,5,-3.77,0.0485,330,5.16,-2.34E-05,82.8,4.975,-7.5,82.8,5,5,1.69,0.027,328,1.26,-6.92E-06,60.5,4.95,-13.8,60.5,5,5,0,0,0,0,-2055,4.999,4.75,-2055,5,5,-1.02,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5,17.5,146,5,5,-5.07,0.0441,330,2.02,-1.78E-05,82.8,4.975,-7.5,82.8,5,5,1.55,0.0295,328,2.09,-4.01E-06,60.5,5,-1.25,60.5,5,5,0,0,0,0,-2055,5.001,5.5,-2055,5,5,-0.536,2.77E-19,330,0,2.81E-06,17,1,0,50,7,PASS
146,5,17.5,146,5,5,-3.18,0.0366,330,4.93,-2.08E-05,82.8,5,-1.25,82.8,5,5,-0.7,0.0294,328,4.83,0,60.5,5,-1.25,60.5,5,5,0,0,0,0,-2055,5,4.75,-2055,5,5,0.106,2.77E-19,330,0,2.25E-06,17,1,0,50,7,PASS
146,5,11.25,146,5,5,-2.84,0.0371,330,5.29,-2.18E-05,82.8,5,-1.25,82.8,5,5,1.08,0.0277,328,2.42,-3.89E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.99925,4.375,-2055,5,5,-0.823,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.05,42.5,146,5,5,-2.04,0.04,329,6.53,-2.24E-05,82.8,5,11.25,82.8,5,5,1.32,0.0259,328,1.99,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5,5,-2055,5,5,-0.249,2.77E-19,330,0,2.40E-06,17,1,0,50,7,PASS
146,5,11.25,146,5,5,-1.4,0.0383,330,7.22,-1.67E-05,82.8,4.975,-7.5,82.8,5,5,1.46,0.0274,328,1.79,-3.55E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.99825,4.562,-2055,5,5,-0.182,2.77E-19,330,0,2.37E-06,17,1,0,50,7,PASS
146,5.025,30,146,5,5,-3.13,0.0434,330,5,-2.38E-05,82.8,5,-1.25,82.8,5,5,2.23,0.0261,329,0.82,-1.06E-05,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5,5,-2055,5,5,0.106,2.77E-19,330,0,-1.77E-06,17,1,0,50,7,PASS
146,5.05,36.3,146,5,5,-0.554,0.0368,330,8.54,-2.68E-05,82.8,4.975,-7.5,82.8,5,5,2.3,0.0336,328,0.695,-4.19E-06,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,5.002,5.75,-2055,5,5,-0.249,2.77E-19,330,0,0,17,1,0,50,7,PASS
146,5.025,23.8,146,5,5,-2.59,0.0395,330,5.67,-2.89E-05,82.8,4.95,-20,82.8,5,5,2.54,0.0305,329,0.987,0,60.5,4.975,-7.5,60.5,5,5,0,0,0,0,-2055,4.999,4.9375,-2055,5,5,-0.89,2.77E-19,330,0,0,17,1,0,50,7,PASS
149,1.9,-51.3,149,2,5.0886,-7.01,0.102,327,9.54,0.000602,94.5,5.05,11.25,94.5,5.0842,8.44,4.85,0.0905,325,7.54,-4.34E-05,33.5,5,5,33.5,5,5,0,0,0,0,528,58.4,13,529,58.3,4.999999046,16.1,0.84,323,116,0.16,17,1,2,3,7,PASS
149,1.92,-32.5,149,2.03,5.481,-5.22,0.103,326,11,0.000678,94.5,5.425,17.5,94.5,5.426,8.4,7.65,0.137,325,8.19,6.64E-05,33.5,5,5,33.5,5,5,0,0,0,0,533,58.3,23.2,534,58.3,5,20.1,0.902,323,120,0.174,17,1,66,3,7,PASS
148,2.12,-45,148,2.1,5.866,-3.08,0.0821,327,12.3,0.00048,94.6,5.8,36.3,94.6,5.763,8.33,6.85,0.0878,326,4.24,0.000126,33.5,4.975,-7.5,33.5,5,5,0,0,0,0,539,58.2,-33.1,539,58.3,5,27,1.06,323,119,0.204,17,1,66,3,7,PASS
